Iteration,State,Action,Reward,Variance Bucket,Variance Bucket Index,Next Variance Bucket Index,Next Variance Bucket Index,Mean Luminance,Luminance Variance,Bright Pixel Ratio,Epsilon
3329,8,Light Heavy,2,High,2,Low,0,14.9332,3417.49,0.109792,0.1
3330,6,BSDF Heavy,-2,Low,0,High,2,3.8976,900.193,0.0465972,0.1
3331,8,Light Heavy,2,High,2,Low,0,14.9105,3413.17,0.110295,0.1
3332,6,BSDF Heavy,-2,Low,0,High,2,3.92229,904.884,0.0471721,0.1
3333,8,Balanced,1,High,2,Medium,1,14.8091,3391.76,0.109444,0.1
3334,7,BSDF Heavy,-1,Medium,1,High,2,8.72677,1997.37,0.0943056,0.1
3335,8,Light Heavy,2,High,2,Low,0,14.8731,3404.79,0.109612,0.1
3336,6,BSDF Heavy,-2,Low,0,High,2,3.98143,919.142,0.0472492,0.1
3337,8,BSDF Heavy,0,High,2,High,2,14.9503,3423.61,0.10979,0.1
3338,8,Light Heavy,2,High,2,Low,0,14.9478,3420.77,0.109985,0.1
3339,6,BSDF Heavy,-2,Low,0,High,2,3.89846,899.597,0.0470698,0.1
3340,8,Light Heavy,2,High,2,Low,0,14.8999,3412.77,0.109886,0.1
3341,6,BSDF Heavy,-2,Low,0,High,2,3.94903,911.302,0.0471894,0.1
3342,8,Light Heavy,2,High,2,Low,0,14.8331,3395.43,0.110066,0.1
3343,6,BSDF Heavy,-2,Low,0,High,2,3.94059,910.025,0.0468596,0.1
3344,8,Balanced,1,High,2,Medium,1,14.8816,3406.97,0.109848,0.1
3345,7,BSDF Heavy,-1,Medium,1,High,2,8.72285,1994.02,0.0946123,0.1
3346,8,Light Heavy,2,High,2,Low,0,14.8701,3404.39,0.109836,0.1
3347,6,BSDF Heavy,-2,Low,0,High,2,3.92,904.954,0.0468615,0.1
3348,8,BSDF Heavy,0,High,2,High,2,14.8763,3405.32,0.110066,0.1
3349,8,BSDF Heavy,0,High,2,High,2,14.9065,3410.96,0.110006,0.1
3350,8,BSDF Heavy,0,High,2,High,2,14.7924,3384.99,0.110195,0.1
3351,8,BSDF Heavy,0,High,2,High,2,14.9017,3411.2,0.11034,0.1
3352,8,BSDF Heavy,0,High,2,High,2,14.8016,3387.48,0.109686,0.1
3353,8,BSDF Heavy,0,High,2,High,2,14.8508,3398.34,0.109564,0.1
3354,8,BSDF Heavy,0,High,2,High,2,14.949,3423.74,0.110262,0.1
3355,8,BSDF Heavy,0,High,2,High,2,14.8853,3407.07,0.109767,0.1
3356,8,Balanced,1,High,2,Medium,1,14.9171,3415.41,0.110235,0.1
3357,7,BSDF Heavy,-1,Medium,1,High,2,8.76482,2004.66,0.0949016,0.1
3358,8,Balanced,1,High,2,Medium,1,14.8352,3399.15,0.109498,0.1
3359,7,BSDF Heavy,-1,Medium,1,High,2,8.78023,2007.47,0.0947801,0.1
3360,8,Light Heavy,2,High,2,Low,0,14.842,3397.5,0.110434,0.1
3361,6,BSDF Heavy,-2,Low,0,High,2,3.94661,912.692,0.0469406,0.1
3362,8,Balanced,1,High,2,Medium,1,14.8332,3392.94,0.109695,0.1
3363,7,BSDF Heavy,-1,Medium,1,High,2,8.75955,2004.51,0.0946644,0.1
3364,8,Light Heavy,2,High,2,Low,0,14.9998,3433.65,0.110583,0.1
3365,6,BSDF Heavy,-2,Low,0,High,2,3.91312,902.187,0.0473052,0.1
3366,8,BSDF Heavy,0,High,2,High,2,14.8136,3394.4,0.109433,0.1
3367,8,BSDF Heavy,0,High,2,High,2,14.8692,3404.41,0.10967,0.1
3368,8,BSDF Heavy,0,High,2,High,2,14.8314,3397.5,0.109552,0.1
3369,8,BSDF Heavy,0,High,2,High,2,14.8926,3410.87,0.109907,0.1
3370,8,BSDF Heavy,0,High,2,High,2,14.8358,3398.3,0.109724,0.1
3371,8,BSDF Heavy,0,High,2,High,2,14.8304,3394.47,0.109907,0.1
3372,8,BSDF Heavy,0,High,2,High,2,14.8745,3406.61,0.109452,0.1
3373,8,BSDF Heavy,0,High,2,High,2,14.7771,3382.44,0.109568,0.1
3374,8,BSDF Heavy,0,High,2,High,2,14.767,3381.73,0.109498,0.1
3375,8,BSDF Heavy,0,High,2,High,2,14.9752,3426.06,0.11082,0.1
3376,8,BSDF Heavy,0,High,2,High,2,14.8892,3408.25,0.109799,0.1
3377,8,BSDF Heavy,0,High,2,High,2,14.9706,3429.76,0.109385,0.1
3378,8,BSDF Heavy,0,High,2,High,2,14.8213,3394.46,0.109784,0.1
3379,8,BSDF Heavy,0,High,2,High,2,14.9093,3413.81,0.109948,0.1
3380,8,BSDF Heavy,0,High,2,High,2,14.8454,3398.05,0.109689,0.1
3381,8,BSDF Heavy,0,High,2,High,2,14.8862,3408.49,0.109809,0.1
3382,8,BSDF Heavy,0,High,2,High,2,14.8696,3404,0.109971,0.1
3383,8,BSDF Heavy,0,High,2,High,2,14.9438,3421.07,0.109958,0.1
3384,8,BSDF Heavy,0,High,2,High,2,14.8962,3410.45,0.109626,0.1
3385,8,BSDF Heavy,0,High,2,High,2,14.8158,3393.47,0.109549,0.1
3386,8,BSDF Heavy,0,High,2,High,2,14.7969,3386.41,0.110104,0.1
3387,8,BSDF Heavy,0,High,2,High,2,14.8799,3405.58,0.110185,0.1
3388,8,BSDF Heavy,0,High,2,High,2,14.8879,3409.32,0.109934,0.1
3389,8,BSDF Heavy,0,High,2,High,2,14.8592,3399.93,0.110436,0.1
3390,8,BSDF Heavy,0,High,2,High,2,14.9904,3430.1,0.110565,0.1
3391,8,BSDF Heavy,0,High,2,High,2,14.7871,3385.33,0.109248,0.1
3392,8,BSDF Heavy,0,High,2,High,2,14.9558,3423.52,0.110376,0.1
3393,8,BSDF Heavy,0,High,2,High,2,14.9309,3419.61,0.109936,0.1
3394,8,BSDF Heavy,0,High,2,High,2,14.8974,3407.48,0.109796,0.1
3395,8,BSDF Heavy,0,High,2,High,2,14.9383,3418.74,0.110399,0.1
3396,8,BSDF Heavy,0,High,2,High,2,14.8903,3408.14,0.109998,0.1
3397,8,BSDF Heavy,0,High,2,High,2,14.8249,3395.16,0.109485,0.1
3398,8,BSDF Heavy,0,High,2,High,2,14.9817,3428.59,0.110777,0.1
3399,8,BSDF Heavy,0,High,2,High,2,14.865,3403.54,0.109844,0.1
3400,8,BSDF Heavy,0,High,2,High,2,14.9342,3417.44,0.109998,0.1
3401,8,BSDF Heavy,0,High,2,High,2,14.7097,3368.98,0.108764,0.1
3402,8,BSDF Heavy,0,High,2,High,2,14.884,3405.98,0.110058,0.1
3403,8,BSDF Heavy,0,High,2,High,2,14.8445,3398.41,0.110303,0.1
3404,8,BSDF Heavy,0,High,2,High,2,14.8698,3403.13,0.110066,0.1
3405,8,Balanced,1,High,2,Medium,1,14.9262,3415.25,0.110413,0.1
3406,7,Light Heavy,1,Medium,1,Low,0,8.67516,1984.75,0.0943866,0.1
3407,6,Light Heavy,0,Low,0,Low,0,3.922,905.91,0.0471991,0.1
3408,6,Light Heavy,0,Low,0,Low,0,3.94902,912.165,0.0469772,0.1
3409,6,Light Heavy,0,Low,0,Low,0,3.93684,908.767,0.047066,0.1
3410,6,Light Heavy,0,Low,0,Low,0,3.94069,909.703,0.04712,0.1
3411,6,Light Heavy,0,Low,0,Low,0,3.97337,917.614,0.0472242,0.1
3412,6,Light Heavy,0,Low,0,Low,0,3.95637,915.225,0.04674,0.1
3413,6,Light Heavy,0,Low,0,Low,0,3.97641,918.911,0.0472126,0.1
3414,6,Light Heavy,0,Low,0,Low,0,3.88364,895.644,0.0470467,0.1
3415,6,Light Heavy,0,Low,0,Low,0,3.9386,908.734,0.0472975,0.1
3416,6,Light Heavy,0,Low,0,Low,0,3.90864,900.934,0.047392,0.1
3417,6,Light Heavy,0,Low,0,Low,0,3.93461,908.117,0.0472049,0.1
3418,6,Light Heavy,0,Low,0,Low,0,3.90751,901.704,0.0467901,0.1
3419,6,Light Heavy,0,Low,0,Low,0,3.8923,897.478,0.0474672,0.1
3420,6,Light Heavy,0,Low,0,Low,0,3.99412,924.093,0.0470795,0.1
3421,6,Light Heavy,0,Low,0,Low,0,3.94376,912.34,0.04663,0.1
3422,6,Light Heavy,0,Low,0,Low,0,3.94059,910.185,0.0471316,0.1
3423,6,Light Heavy,0,Low,0,Low,0,3.88163,895.701,0.0469483,0.1
3424,6,Light Heavy,0,Low,0,Low,0,3.90035,899.211,0.0468692,0.1
3425,6,Light Heavy,0,Low,0,Low,0,3.89821,899.567,0.0467612,0.1
3426,6,Light Heavy,0,Low,0,Low,0,3.98161,921.08,0.0471528,0.1
3427,6,Light Heavy,0,Low,0,Low,0,3.98264,920.955,0.0470583,0.1
3428,6,Light Heavy,0,Low,0,Low,0,3.96954,917.247,0.0469715,0.1
3429,6,Light Heavy,0,Low,0,Low,0,3.89457,898.197,0.0470756,0.1
3430,6,Light Heavy,0,Low,0,Low,0,3.91992,903.892,0.0469965,0.1
3431,6,Light Heavy,0,Low,0,Low,0,3.93373,907.384,0.047581,0.1
3432,6,Light Heavy,0,Low,0,Low,0,3.94565,910.892,0.0471991,0.1
3433,6,Light Heavy,0,Low,0,Low,0,3.9367,907.432,0.0474132,0.1
3434,6,Light Heavy,0,Low,0,Low,0,3.96412,915.201,0.0471933,0.1
3435,6,Light Heavy,0,Low,0,Low,0,3.99808,923.658,0.0475405,0.1
3436,6,BSDF Heavy,-2,Low,0,High,2,3.92883,905.326,0.0474248,0.1
3437,8,Light Heavy,2,High,2,Low,0,14.8329,3399.19,0.109456,0.1
3438,6,BSDF Heavy,-2,Low,0,High,2,3.94653,910.473,0.0473206,0.1
3439,8,Light Heavy,2,High,2,Low,0,14.9866,3432.26,0.110102,0.1
3440,6,BSDF Heavy,-2,Low,0,High,2,3.94378,911.197,0.0469869,0.1
3441,8,Light Heavy,2,High,2,Low,0,14.9397,3419.55,0.11022,0.1
3442,6,BSDF Heavy,-2,Low,0,High,2,3.89448,899.035,0.0467863,0.1
3443,8,Light Heavy,2,High,2,Low,0,14.8571,3401.48,0.109693,0.1
3444,6,BSDF Heavy,-2,Low,0,High,2,3.93288,908.524,0.0468596,0.1
3445,8,Light Heavy,2,High,2,Low,0,14.8569,3402.69,0.109655,0.1
3446,6,BSDF Heavy,-2,Low,0,High,2,3.8789,894.707,0.0469136,0.1
3447,8,BSDF Heavy,0,High,2,High,2,14.9112,3412.98,0.11032,0.1
3448,8,BSDF Heavy,0,High,2,High,2,14.892,3409.01,0.109904,0.1
3449,8,BSDF Heavy,0,High,2,High,2,14.9215,3416.17,0.109786,0.1
3450,8,BSDF Heavy,0,High,2,High,2,14.9041,3411.87,0.109956,0.1
3451,8,BSDF Heavy,0,High,2,High,2,14.9638,3426.93,0.109923,0.1
3452,8,BSDF Heavy,0,High,2,High,2,14.8951,3408.62,0.109967,0.1
3453,8,BSDF Heavy,0,High,2,High,2,14.9385,3418.12,0.110592,0.1
3454,8,BSDF Heavy,0,High,2,High,2,14.9213,3416.26,0.110343,0.1
3455,8,Light Heavy,2,High,2,Low,0,14.8834,3410.27,0.109433,0.1
3456,6,BSDF Heavy,-2,Low,0,High,2,3.84334,886.719,0.0464082,0.1
3457,8,Light Heavy,2,High,2,Low,0,14.8758,3403.89,0.110083,0.1
3458,6,BSDF Heavy,-2,Low,0,High,2,3.93683,908.206,0.0471605,0.1
3459,8,BSDF Heavy,0,High,2,High,2,15.0094,3436.91,0.11028,0.1
3460,8,BSDF Heavy,0,High,2,High,2,14.8964,3411.99,0.109564,0.1
3461,8,BSDF Heavy,0,High,2,High,2,14.944,3420.45,0.110448,0.1
3462,8,BSDF Heavy,0,High,2,High,2,14.8655,3403.9,0.109265,0.1
3463,8,BSDF Heavy,0,High,2,High,2,14.8163,3391.11,0.109877,0.1
3464,8,BSDF Heavy,0,High,2,High,2,14.9175,3415.3,0.110176,0.1
3465,8,BSDF Heavy,0,High,2,High,2,14.8324,3397.98,0.109248,0.1
3466,8,BSDF Heavy,0,High,2,High,2,14.8369,3399.79,0.109579,0.1
3467,8,BSDF Heavy,0,High,2,High,2,14.8023,3388.26,0.109745,0.1
3468,8,BSDF Heavy,0,High,2,High,2,14.8965,3411.52,0.110147,0.1
3469,8,BSDF Heavy,0,High,2,High,2,14.8716,3405.62,0.110166,0.1
3470,8,BSDF Heavy,0,High,2,High,2,14.9812,3429.98,0.110123,0.1
3471,8,BSDF Heavy,0,High,2,High,2,14.8765,3405.44,0.110556,0.1
3472,8,BSDF Heavy,0,High,2,High,2,14.7961,3388.41,0.109578,0.1
3473,8,Balanced,1,High,2,Medium,1,14.8277,3392.91,0.109589,0.1
3474,7,BSDF Heavy,-1,Medium,1,High,2,8.59908,1967.27,0.0939873,0.1
3475,8,Light Heavy,2,High,2,Low,0,15.0012,3433.23,0.110017,0.1
3476,6,BSDF Heavy,-2,Low,0,High,2,3.9842,920.851,0.0470891,0.1
3477,8,Light Heavy,2,High,2,Low,0,14.9305,3417.76,0.110698,0.1
3478,6,BSDF Heavy,-2,Low,0,High,2,3.92144,905.253,0.0469965,0.1
3479,8,Balanced,1,High,2,Medium,1,14.8613,3402.35,0.109657,0.1
3480,7,BSDF Heavy,-1,Medium,1,High,2,8.78962,2012.61,0.0948785,0.1
3481,8,Light Heavy,2,High,2,Low,0,14.8091,3391.1,0.109458,0.1
3482,6,BSDF Heavy,-2,Low,0,High,2,3.9294,907.987,0.0469271,0.1
3483,8,BSDF Heavy,0,High,2,High,2,14.8859,3407.11,0.110247,0.1
3484,8,Light Heavy,2,High,2,Low,0,14.9307,3418.35,0.109996,0.1
3485,6,BSDF Heavy,-2,Low,0,High,2,3.93533,908.514,0.0471065,0.1
3486,8,Light Heavy,2,High,2,Low,0,14.9215,3414.99,0.110127,0.1
3487,6,BSDF Heavy,-2,Low,0,High,2,3.90974,901.795,0.0471065,0.1
3488,8,Light Heavy,2,High,2,Low,0,14.8978,3411.08,0.109535,0.1
3489,6,BSDF Heavy,-2,Low,0,High,2,3.95596,912.659,0.0475502,0.1
3490,8,Balanced,1,High,2,Medium,1,14.8634,3402.31,0.10979,0.1
3491,7,BSDF Heavy,-1,Medium,1,High,2,8.7777,2010.89,0.0941686,0.1
3492,8,Balanced,1,High,2,Medium,1,14.8145,3393.5,0.10941,0.1
3493,7,BSDF Heavy,-1,Medium,1,High,2,8.71038,1994.3,0.0939969,0.1
3494,8,BSDF Heavy,0,High,2,High,2,14.8993,3409.47,0.110573,0.1
3495,8,BSDF Heavy,0,High,2,High,2,14.8312,3394.5,0.110075,0.1
3496,8,BSDF Heavy,0,High,2,High,2,14.8078,3390.21,0.109796,0.1
3497,8,BSDF Heavy,0,High,2,High,2,14.8957,3409.84,0.109861,0.1
3498,8,BSDF Heavy,0,High,2,High,2,14.9404,3420.88,0.109743,0.1
3499,8,BSDF Heavy,0,High,2,High,2,14.9436,3419.32,0.110968,0.1
3500,8,BSDF Heavy,0,High,2,High,2,14.9109,3411.6,0.110187,0.1
3501,8,BSDF Heavy,0,High,2,High,2,14.7852,3385.93,0.109985,0.1
3502,8,BSDF Heavy,0,High,2,High,2,14.8796,3405.22,0.109815,0.1
3503,8,BSDF Heavy,0,High,2,High,2,14.8651,3403.46,0.109412,0.1
3504,8,BSDF Heavy,0,High,2,High,2,14.9177,3412.53,0.110284,0.1
3505,8,BSDF Heavy,0,High,2,High,2,14.9256,3417.44,0.11005,0.1
3506,8,Light Heavy,2,High,2,Low,0,14.8714,3404.06,0.109913,0.1
3507,6,BSDF Heavy,-2,Low,0,High,2,3.95869,916.166,0.0468326,0.1
3508,8,BSDF Heavy,0,High,2,High,2,14.8847,3408.01,0.109848,0.1
3509,8,BSDF Heavy,0,High,2,High,2,14.8439,3401.35,0.109558,0.1
3510,8,BSDF Heavy,0,High,2,High,2,14.9009,3412.89,0.110214,0.1
3511,8,BSDF Heavy,0,High,2,High,2,14.9111,3414.56,0.109923,0.1
3512,8,Light Heavy,2,High,2,Low,0,14.9087,3413.5,0.109811,0.1
3513,6,BSDF Heavy,-2,Low,0,High,2,3.85809,889.834,0.0467361,0.1
3514,8,Balanced,1,High,2,Medium,1,14.9113,3412.21,0.111036,0.1
3515,7,BSDF Heavy,-1,Medium,1,High,2,8.70712,1992.75,0.093777,0.1
3516,8,Balanced,1,High,2,Medium,1,14.8049,3390.76,0.109606,0.1
3517,7,BSDF Heavy,-1,Medium,1,High,2,8.61933,1969.21,0.094838,0.1
3518,8,Balanced,1,High,2,Medium,1,14.8346,3398.24,0.109502,0.1
3519,7,BSDF Heavy,-1,Medium,1,High,2,8.70584,1991.95,0.0938561,0.1
3520,8,BSDF Heavy,0,High,2,High,2,14.9432,3419.5,0.110334,0.1
3521,8,BSDF Heavy,0,High,2,High,2,14.8964,3411.15,0.110056,0.1
3522,8,BSDF Heavy,0,High,2,High,2,14.961,3425.17,0.109992,0.1
3523,8,BSDF Heavy,0,High,2,High,2,14.6663,3359.73,0.108841,0.1
3524,8,BSDF Heavy,0,High,2,High,2,14.8271,3396.89,0.109597,0.1
3525,8,BSDF Heavy,0,High,2,High,2,14.9578,3424.14,0.110129,0.1
3526,8,BSDF Heavy,0,High,2,High,2,14.8448,3399.18,0.109713,0.1
3527,8,BSDF Heavy,0,High,2,High,2,14.761,3379.05,0.109905,0.1
3528,8,BSDF Heavy,0,High,2,High,2,14.894,3404.33,0.110025,0.1
3529,8,BSDF Heavy,0,High,2,High,2,14.8784,3405.19,0.109603,0.1
3530,8,BSDF Heavy,0,High,2,High,2,14.9092,3412.65,0.110125,0.1
3531,8,BSDF Heavy,0,High,2,High,2,14.9261,3418.46,0.109709,0.1
3532,8,BSDF Heavy,0,High,2,High,2,14.7863,3385.4,0.109745,0.1
3533,8,Balanced,1,High,2,Medium,1,14.8617,3400.86,0.109892,0.1
3534,7,BSDF Heavy,-1,Medium,1,High,2,8.61173,1969.92,0.0939969,0.1
3535,8,Light Heavy,2,High,2,Low,0,14.8308,3397.64,0.10961,0.1
3536,6,BSDF Heavy,-2,Low,0,High,2,3.88165,895.446,0.0467631,0.1
3537,8,Light Heavy,2,High,2,Low,0,14.9076,3411.79,0.110837,0.1
3538,6,BSDF Heavy,-2,Low,0,High,2,3.98304,919.94,0.0472724,0.1
3539,8,BSDF Heavy,0,High,2,High,2,14.8205,3396.32,0.109751,0.1
3540,8,BSDF Heavy,0,High,2,High,2,14.909,3412.8,0.110513,0.1
3541,8,BSDF Heavy,0,High,2,High,2,14.9283,3415.66,0.110484,0.1
3542,8,BSDF Heavy,0,High,2,High,2,14.8593,3400.62,0.11034,0.1
3543,8,BSDF Heavy,0,High,2,High,2,14.9616,3425.54,0.109734,0.1
3544,8,BSDF Heavy,0,High,2,High,2,14.9444,3419.31,0.110268,0.1
3545,8,BSDF Heavy,0,High,2,High,2,14.9231,3415.47,0.110179,0.1
3546,8,Balanced,1,High,2,Medium,1,14.8875,3407.11,0.110565,0.1
3547,7,BSDF Heavy,-1,Medium,1,High,2,8.62747,1972.3,0.0941744,0.1
3548,8,Light Heavy,2,High,2,Low,0,14.7622,3379.64,0.109581,0.1
3549,6,BSDF Heavy,-2,Low,0,High,2,3.94465,910.81,0.0470621,0.1
3550,8,Balanced,1,High,2,Medium,1,14.8886,3407.83,0.11023,0.1
3551,7,BSDF Heavy,-1,Medium,1,High,2,8.75119,2001.15,0.0946836,0.1
3552,8,BSDF Heavy,0,High,2,High,2,14.8308,3396,0.109662,0.1
3553,8,BSDF Heavy,0,High,2,High,2,14.7252,3373.65,0.109456,0.1
3554,8,BSDF Heavy,0,High,2,High,2,14.9258,3415.72,0.109846,0.1
3555,8,BSDF Heavy,0,High,2,High,2,14.7847,3385.73,0.109605,0.1
3556,8,BSDF Heavy,0,High,2,High,2,14.7606,3376.37,0.110077,0.1
3557,8,BSDF Heavy,0,High,2,High,2,14.8673,3402.1,0.110206,0.1
3558,8,BSDF Heavy,0,High,2,High,2,14.7379,3373.02,0.109707,0.1
3559,8,BSDF Heavy,0,High,2,High,2,14.7806,3383.28,0.109927,0.1
3560,8,BSDF Heavy,0,High,2,High,2,14.8771,3407.81,0.109927,0.1
3561,8,BSDF Heavy,0,High,2,High,2,14.7707,3383.29,0.108929,0.1
3562,8,BSDF Heavy,0,High,2,High,2,14.9274,3416.32,0.109819,0.1
3563,8,BSDF Heavy,0,High,2,High,2,14.8099,3391.61,0.109886,0.1
3564,8,BSDF Heavy,0,High,2,High,2,14.8686,3403,0.109651,0.1
3565,8,BSDF Heavy,0,High,2,High,2,14.8337,3394.99,0.109614,0.1
3566,8,BSDF Heavy,0,High,2,High,2,14.906,3411.21,0.109699,0.1
3567,8,BSDF Heavy,0,High,2,High,2,14.822,3395.15,0.109313,0.1
3568,8,BSDF Heavy,0,High,2,High,2,14.8125,3393.3,0.1094,0.1
3569,8,BSDF Heavy,0,High,2,High,2,14.916,3412.28,0.110284,0.1
3570,8,BSDF Heavy,0,High,2,High,2,14.9385,3419.47,0.110091,0.1
3571,8,BSDF Heavy,0,High,2,High,2,14.9737,3426.41,0.110862,0.1
3572,8,Balanced,1,High,2,Medium,1,14.9329,3417.72,0.109929,0.1
3573,7,BSDF Heavy,-1,Medium,1,High,2,8.69378,1988.1,0.0941937,0.1
3574,8,Balanced,1,High,2,Medium,1,14.8573,3402.92,0.109558,0.1
3575,7,BSDF Heavy,-1,Medium,1,High,2,8.62605,1971.65,0.0940548,0.1
3576,8,BSDF Heavy,0,High,2,High,2,14.795,3387.93,0.109435,0.1
3577,8,BSDF Heavy,0,High,2,High,2,14.8872,3408.17,0.109427,0.1
3578,8,BSDF Heavy,0,High,2,High,2,14.8634,3404.21,0.109788,0.1
3579,8,BSDF Heavy,0,High,2,High,2,14.8848,3407.45,0.10984,0.1
3580,8,BSDF Heavy,0,High,2,High,2,14.8813,3406.29,0.109886,0.1
3581,8,BSDF Heavy,0,High,2,High,2,14.9635,3423.71,0.1101,0.1
3582,8,Light Heavy,2,High,2,Low,0,14.876,3405.27,0.109896,0.1
3583,6,BSDF Heavy,-2,Low,0,High,2,3.912,903.033,0.0469329,0.1
3584,8,BSDF Heavy,0,High,2,High,2,14.9294,3418.78,0.110079,0.1
3585,8,BSDF Heavy,0,High,2,High,2,14.962,3426.26,0.109886,0.1
3586,8,BSDF Heavy,0,High,2,High,2,14.8703,3405.77,0.109612,0.1
3587,8,BSDF Heavy,0,High,2,High,2,14.8661,3403.82,0.109797,0.1
3588,8,BSDF Heavy,0,High,2,High,2,14.9496,3420.06,0.110631,0.1
3589,8,BSDF Heavy,0,High,2,High,2,14.9141,3414.12,0.110345,0.1
3590,8,BSDF Heavy,0,High,2,High,2,14.9554,3422.86,0.110156,0.1
3591,8,Light Heavy,2,High,2,Low,0,14.8864,3406.97,0.110135,0.1
3592,6,BSDF Heavy,-2,Low,0,High,2,4.04042,932.788,0.0478472,0.1
3593,8,Light Heavy,2,High,2,Low,0,14.8838,3406.03,0.110204,0.1
3594,6,BSDF Heavy,-2,Low,0,High,2,3.94935,912.042,0.047284,0.1
3595,8,Light Heavy,2,High,2,Low,0,14.7932,3387.08,0.10967,0.1
3596,6,BSDF Heavy,-2,Low,0,High,2,3.94442,909.231,0.0474653,0.1
3597,8,Balanced,1,High,2,Medium,1,14.8428,3396.17,0.110168,0.1
3598,7,BSDF Heavy,-1,Medium,1,High,2,8.69853,1989.02,0.0945853,0.1
3599,8,Light Heavy,2,High,2,Low,0,14.9044,3408.61,0.110108,0.1
3600,6,BSDF Heavy,-2,Low,0,High,2,3.97723,919.95,0.046985,0.1
3601,8,BSDF Heavy,0,High,2,High,2,14.8368,3395.9,0.109709,0.1
3602,8,BSDF Heavy,0,High,2,High,2,14.8614,3401.01,0.109971,0.1
3603,8,BSDF Heavy,0,High,2,High,2,14.7388,3375.67,0.109053,0.1
3604,8,BSDF Heavy,0,High,2,High,2,14.9425,3417.61,0.109996,0.1
3605,8,BSDF Heavy,0,High,2,High,2,14.7813,3385.04,0.109184,0.1
3606,8,BSDF Heavy,0,High,2,High,2,14.9689,3427.71,0.110264,0.1
3607,8,BSDF Heavy,0,High,2,High,2,14.8235,3395.03,0.109221,0.1
3608,8,BSDF Heavy,0,High,2,High,2,14.8616,3406.63,0.108981,0.1
3609,8,BSDF Heavy,0,High,2,High,2,14.8373,3393.91,0.110114,0.1
3610,8,BSDF Heavy,0,High,2,High,2,14.9164,3413.2,0.110662,0.1
3611,8,BSDF Heavy,0,High,2,High,2,14.7716,3380.38,0.109716,0.1
3612,8,Light Heavy,2,High,2,Low,0,14.8475,3399.86,0.109711,0.1
3613,6,BSDF Heavy,-2,Low,0,High,2,3.99514,922.09,0.0475347,0.1
3614,8,Balanced,1,High,2,Medium,1,14.8713,3405.78,0.109892,0.1
3615,7,BSDF Heavy,-1,Medium,1,High,2,8.68563,1984.38,0.0950231,0.1
3616,8,Balanced,1,High,2,Medium,1,14.9018,3409.58,0.109952,0.1
3617,7,BSDF Heavy,-1,Medium,1,High,2,8.75575,2004.83,0.0941763,0.1
3618,8,BSDF Heavy,0,High,2,High,2,14.8393,3397.23,0.109853,0.1
3619,8,BSDF Heavy,0,High,2,High,2,14.8084,3391.74,0.109446,0.1
3620,8,Balanced,1,High,2,Medium,1,14.9026,3410.71,0.110027,0.1
3621,7,BSDF Heavy,-1,Medium,1,High,2,8.69211,1987.13,0.0944946,0.1
3622,8,Light Heavy,2,High,2,Low,0,14.8718,3406.07,0.109851,0.1
3623,6,BSDF Heavy,-2,Low,0,High,2,3.9446,910.063,0.0473302,0.1
3624,8,BSDF Heavy,0,High,2,High,2,14.8623,3403.57,0.109545,0.1
3625,8,BSDF Heavy,0,High,2,High,2,14.871,3403.83,0.109419,0.1
3626,8,BSDF Heavy,0,High,2,High,2,14.9678,3425.79,0.110289,0.1
3627,8,BSDF Heavy,0,High,2,High,2,14.9694,3426.29,0.11065,0.1
3628,8,BSDF Heavy,0,High,2,High,2,15.0054,3432.34,0.110984,0.1
3629,8,BSDF Heavy,0,High,2,High,2,14.879,3405.33,0.110314,0.1
3630,8,BSDF Heavy,0,High,2,High,2,14.8534,3402.5,0.110025,0.1
3631,8,BSDF Heavy,0,High,2,High,2,14.8925,3409.26,0.109971,0.1
3632,8,BSDF Heavy,0,High,2,High,2,14.938,3419.06,0.11017,0.1
3633,8,Light Heavy,2,High,2,Low,0,14.8428,3398.15,0.109701,0.1
3634,6,BSDF Heavy,-2,Low,0,High,2,3.92557,906.156,0.0467052,0.1
3635,8,Balanced,1,High,2,Medium,1,14.9132,3414.47,0.109983,0.1
3636,7,BSDF Heavy,-1,Medium,1,High,2,8.66568,1981.29,0.0944618,0.1
3637,8,Balanced,1,High,2,Medium,1,14.9696,3424.8,0.110241,0.1
3638,7,BSDF Heavy,-1,Medium,1,High,2,8.72616,1998.03,0.0943769,0.1
3639,8,BSDF Heavy,0,High,2,High,2,14.8542,3400.41,0.10995,0.1
3640,8,BSDF Heavy,0,High,2,High,2,14.8575,3401.84,0.11,0.1
3641,8,BSDF Heavy,0,High,2,High,2,14.744,3376.05,0.109653,0.1
3642,8,BSDF Heavy,0,High,2,High,2,14.9037,3413.18,0.110289,0.1
3643,8,BSDF Heavy,0,High,2,High,2,14.9147,3414.25,0.1105,0.1
3644,8,BSDF Heavy,0,High,2,High,2,14.9025,3411.13,0.110411,0.1
3645,8,BSDF Heavy,0,High,2,High,2,14.8408,3397.6,0.109832,0.1
3646,8,BSDF Heavy,0,High,2,High,2,14.9906,3433.54,0.110218,0.1
3647,8,BSDF Heavy,0,High,2,High,2,14.8773,3409.5,0.109198,0.1
3648,8,BSDF Heavy,0,High,2,High,2,14.8642,3401.45,0.109923,0.1
3649,8,BSDF Heavy,0,High,2,High,2,14.93,3417.22,0.110557,0.1
3650,8,BSDF Heavy,0,High,2,High,2,14.9001,3410.33,0.109784,0.1
