Iteration,Using RL?,State,Action,Reward,Variance Bucket,Variance Bucket Index,Next Variance Bucket Index,Next Variance Bucket Index,Mean Luminance,Luminance Variance,Log Luminance Variance,Bright Pixel Ratio,Epsilon
146,RL,0,BSDF Heavy,-1,Low,0,Low,0,22.2307,3901.29,8.26932,0.43735,0.0492753
147,RL,0,Balanced,-1,Low,0,Low,0,22.2039,3852.27,8.25668,0.507239,0.0492704
148,RL,0,Light Heavy,-1,Low,0,Low,0,22.1823,3827.14,8.25013,0.550915,0.0492655
149,RL,0,BSDF Heavy,-1,Low,0,Low,0,22.1731,3882.18,8.26441,0.437622,0.0492605
150,RL,0,Balanced,-1,Low,0,Low,0,22.2515,3865.08,8.26,0.507433,0.0492556
151,RL,0,Light Heavy,-1,Low,0,Low,0,22.1837,3826.08,8.24986,0.550787,0.0492507
152,RL,0,BSDF Heavy,-1,Low,0,Low,0,22.2047,3892.9,8.26717,0.437525,0.0492457
153,RL,0,Balanced,-1,Low,0,Low,0,22.1984,3846.73,8.25524,0.508165,0.0492408
154,RL,0,Light Heavy,-1,Low,0,Low,0,22.1519,3820.38,8.24837,0.551194,0.0492359
155,RL,0,BSDF Heavy,-1,Low,0,Low,0,22.2007,3890.77,8.26662,0.437473,0.049231
156,RL,0,Balanced,-1,Low,0,Low,0,22.2708,3863.1,8.25948,0.508098,0.0492261
157,RL,0,Light Heavy,-1,Low,0,Low,0,22.1775,3824.85,8.24954,0.551335,0.0492211
158,RL,0,Light Heavy,-1,Low,0,Low,0,22.143,3818.23,8.2478,0.551027,0.0492162
159,RL,0,BSDF Heavy,-1,Low,0,Low,0,22.1952,3889.93,8.2664,0.437874,0.0492113
160,RL,0,Balanced,-1,Low,0,Low,0,22.2516,3862.58,8.25935,0.507919,0.0492064
161,RL,0,BSDF Heavy,-1,Low,0,Low,0,22.2085,3897.86,8.26844,0.437615,0.0492014
162,RL,0,Balanced,-1,Low,0,Low,0,22.2476,3861.67,8.25911,0.50777,0.0491965
163,RL,0,Light Heavy,-1,Low,0,Low,0,22.2089,3831.95,8.25139,0.551059,0.0491916
164,RL,0,BSDF Heavy,-1,Low,0,Low,0,22.2191,3896.15,8.268,0.437349,0.0491867
165,RL,0,Balanced,-1,Low,0,Low,0,22.2222,3856.57,8.25779,0.507572,0.0491818
166,RL,0,Light Heavy,-1,Low,0,Low,0,22.1843,3826.88,8.25006,0.550932,0.0491769
167,RL,0,BSDF Heavy,-1,Low,0,Low,0,22.1746,3888.76,8.2661,0.437113,0.0491719
168,RL,0,Balanced,-1,Low,0,Low,0,22.1895,3849.88,8.25606,0.508127,0.049167
169,RL,0,Light Heavy,-1,Low,0,Low,0,22.0948,3807.16,8.2449,0.550844,0.0491621
170,RL,0,BSDF Heavy,-1,Low,0,Low,0,22.2147,3894.54,8.26759,0.437651,0.0491572
